id,slug,title,status_code,problem_ledger_ids,url
result-122,non-reductive-emergence,Non-Reductive Emergence,R,,/results/problem/non-reductive-emergence/
result-123,substrate-independence-multiple-realizability,Substrate Independence / Multiple Realizability,R,,/results/problem/substrate-independence-multiple-realizability/
result-124,mathematical-biology-categorical-methods,Mathematical Biology — Categorical Methods,R,,/results/problem/mathematical-biology-categorical-methods/
result-125,homochirality-origin,Homochirality Origin,R,,/results/problem/homochirality-origin/
result-126,abiogenesis-timescale,Abiogenesis Timescale,R,,/results/problem/abiogenesis-timescale/
result-127,minimal-cell-synthetic-life-criteria,Minimal Cell / Synthetic Life Criteria,R,,/results/problem/minimal-cell-synthetic-life-criteria/
result-128,genetic-code-optimality,Genetic Code Optimality,R,,/results/problem/genetic-code-optimality/
result-129,epigenetics,Epigenetics,R,,/results/problem/epigenetics/
result-130,cell-membrane-origins,Cell Membrane Origins,R,,/results/problem/cell-membrane-origins/
result-131,atp-uniqueness,ATP Uniqueness,R,,/results/problem/atp-uniqueness/
result-132,neurodegeneration,Neurodegeneration,R,,/results/problem/neurodegeneration/
result-133,machine-consciousness-life-side-bridge,Machine Consciousness (Life-side bridge),P,life-consciousness,/results/problem/machine-consciousness-life-side-bridge/
result-134,bh-as-alive,BH-as-Alive,R,,/results/problem/bh-as-alive/
result-135,protein-folding,Protein Folding,N,life-biology-protein-folding,/results/problem/protein-folding/
result-136,immune-specificity,Immune Specificity,N,,/results/problem/immune-specificity/
result-137,aging-mechanism,Aging Mechanism,N,,/results/problem/aging-mechanism/
result-138,identity-of-indiscernibles,Identity of Indiscernibles,R,,/results/problem/identity-of-indiscernibles/
result-139,structural-realism,Structural Realism,R,,/results/problem/structural-realism/
result-140,hard-problem-of-consciousness,Hard Problem of Consciousness,P,life-consciousness meta-hard-problem-of-consciousness,/results/problem/hard-problem-of-consciousness/
result-141,temporal-experience,Temporal Experience,R,,/results/problem/temporal-experience/
result-142,definition-of-beauty,Definition of Beauty,R,,/results/problem/definition-of-beauty/
result-143,beauty-and-truth,Beauty and Truth,R,,/results/problem/beauty-and-truth/
result-144,reference-problem,Reference Problem,R,,/results/problem/reference-problem/
result-145,private-language-argument,Private Language Argument,R,,/results/problem/private-language-argument/
result-146,g-del-avoidance,Gödel Avoidance,R,,/results/problem/g-del-avoidance/
result-147,paraconsistent-logic,Paraconsistent Logic,R,,/results/problem/paraconsistent-logic/
result-148,categorical-imperative-derivation,Categorical Imperative Derivation,R,,/results/problem/categorical-imperative-derivation/
result-149,ci-uniqueness,CI Uniqueness,R,,/results/problem/ci-uniqueness/
result-150,free-will-and-moral-responsibility,Free Will and Moral Responsibility,R,life-biology-free-will life-neuroscience-free-will-particularly-the-neuroscience-of-free-will,/results/problem/free-will-and-moral-responsibility/
result-151,political-legitimacy,Political Legitimacy,R,,/results/problem/political-legitimacy/
result-152,machine-consciousness-e3,Machine Consciousness (E3),R,,/results/problem/machine-consciousness-e3/
result-153,faith-reason-bridge,Faith–Reason Bridge,R,,/results/problem/faith-reason-bridge/
result-154,why-so-many-results-are-even-possible,Why So Many Results Are Even Possible,R,,/results/problem/why-so-many-results-are-even-possible/
result-155,consciousness-across-e1-e3,Consciousness Across E1–E3,P,life-consciousness,/results/problem/consciousness-across-e1-e3/
result-156,black-holes-across-e1-e3,Black Holes Across E1–E3,R,,/results/problem/black-holes-across-e1-e3/
result-157,chirality-symmetry-breaking-across-e0-e2,Chirality / Symmetry Breaking Across E0–E2,R,,/results/problem/chirality-symmetry-breaking-across-e0-e2/
result-158,ethics-normativity-across-e2-e3,Ethics / Normativity Across E2–E3,R,,/results/problem/ethics-normativity-across-e2-e3/
result-159,information-self-reference-across-e0-e3,Information / Self-Reference Across E0–E3,R,,/results/problem/information-self-reference-across-e0-e3/
result-160,weinberg-angle-sin-w-precision,Weinberg Angle sin²θ_W Precision,R,,/results/problem/weinberg-angle-sin-w-precision/
result-161,strong-coupling-s-at-the-z-pole,Strong Coupling α_s at the Z Pole,R,,/results/problem/strong-coupling-s-at-the-z-pole/
result-162,neutron-lifetime-puzzle,Neutron Lifetime Puzzle,R,phys-neutron-lifetime-puzzle,/results/problem/neutron-lifetime-puzzle/
result-163,periodic-table-structure,Periodic Table Structure,R,,/results/problem/periodic-table-structure/
result-164,hierarchy-problem,Hierarchy Problem,R,phys-hierarchy-problem,/results/problem/hierarchy-problem/
result-165,vacuum-catastrophe-resolution,Vacuum Catastrophe Framework Account,R,,/results/problem/vacuum-catastrophe-resolution/
result-166,fine-tuning-dissolved,Fine-Tuning Dissolved,R,,/results/problem/fine-tuning-dissolved/
result-167,qcd-confinement,QCD Confinement,P,,/results/problem/qcd-confinement/
result-168,chandrasekhar-mass-limit,Chandrasekhar Mass Limit,R,,/results/problem/chandrasekhar-mass-limit/
result-169,deuterium-abundance,Deuterium Abundance,R,,/results/problem/deuterium-abundance/
result-170,measurement-problem,Measurement Problem,R,,/results/problem/measurement-problem/
result-171,bh-information-paradox,BH Information Paradox,R,,/results/problem/bh-information-paradox/
result-172,equivalence-principle-from,Equivalence Principle from τ,R,,/results/problem/equivalence-principle-from/
result-173,tully-fisher-relation,Tully-Fisher Relation,R,,/results/problem/tully-fisher-relation/
result-174,bh-quasi-normal-modes,BH Quasi-Normal Modes,R,,/results/problem/bh-quasi-normal-modes/
result-175,ckm-unitarity-and-cabibbo-anomaly,CKM Unitarity and Cabibbo Anomaly,P,,/results/problem/ckm-unitarity-and-cabibbo-anomaly/
result-176,neutron-edm,Neutron EDM,R,,/results/problem/neutron-edm/
result-177,emergence-of-spacetime,Emergence of Spacetime,P,phys-quantum-spacetime-or-the-emergence-of-spacetime,/results/problem/emergence-of-spacetime/
result-178,dark-energy-equation-of-state,Dark Energy Equation of State,R,phys-dark-energy,/results/problem/dark-energy-equation-of-state/
result-179,primordial-gravitational-waves,Primordial Gravitational Waves,R,,/results/problem/primordial-gravitational-waves/
result-180,silk-damping-scale,Silk Damping Scale,R,,/results/problem/silk-damping-scale/
result-181,proton-g-factor,Proton g-Factor,P,,/results/problem/proton-g-factor/
result-182,vitalism-vs-mechanism-dissolved,Vitalism vs Mechanism Dissolved,R,,/results/problem/vitalism-vs-mechanism-dissolved/
result-183,computability-of-biological-processes,Computability of Biological Processes,R,,/results/problem/computability-of-biological-processes/
result-184,self-reference-in-living-systems,Self-Reference in Living Systems,R,,/results/problem/self-reference-in-living-systems/
result-185,circadian-clock-mechanisms,Circadian Clock Mechanisms,R,,/results/problem/circadian-clock-mechanisms/
result-186,morphogen-gradient-interpretation,Morphogen Gradient Interpretation,R,,/results/problem/morphogen-gradient-interpretation/
result-187,cellular-senescence,Cellular Senescence,R,,/results/problem/cellular-senescence/
result-188,organelle-evolution-via-endosymbiosis,Organelle Evolution via Endosymbiosis,R,,/results/problem/organelle-evolution-via-endosymbiosis/
result-189,metabolic-network-topology,Metabolic Network Topology,R,,/results/problem/metabolic-network-topology/
result-190,central-dogma-and-its-exceptions,Central Dogma and Its Exceptions,R,,/results/problem/central-dogma-and-its-exceptions/
result-191,sexual-reproduction-cost-and-benefit,Sexual Reproduction Cost and Benefit,R,,/results/problem/sexual-reproduction-cost-and-benefit/
result-192,convergent-evolution,Convergent Evolution,R,,/results/problem/convergent-evolution/
result-193,fitness-landscape-theory,Fitness Landscape Theory,R,,/results/problem/fitness-landscape-theory/
result-194,red-queen-hypothesis,Red Queen Hypothesis,R,,/results/problem/red-queen-hypothesis/
result-195,trophic-cascade-dynamics,Trophic Cascade Dynamics,R,,/results/problem/trophic-cascade-dynamics/
result-196,mycorrhizal-networks,Mycorrhizal Networks,R,,/results/problem/mycorrhizal-networks/
result-197,sleep-function,Sleep Function,R,,/results/problem/sleep-function/
result-198,consciousness-neural-correlates,Consciousness Neural Correlates,R,life-consciousness,/results/problem/consciousness-neural-correlates/
result-199,far-future-cosmology-and-universal-bh,Far-Future Cosmology and Universal BH,R,,/results/problem/far-future-cosmology-and-universal-bh/
result-200,persistence-through-change,Persistence Through Change,R,,/results/problem/persistence-through-change/
result-201,mereological-composition,Mereological Composition,R,,/results/problem/mereological-composition/
result-202,ontological-dependence,Ontological Dependence,R,,/results/problem/ontological-dependence/
result-203,intentionality,Intentionality,R,,/results/problem/intentionality/
result-204,embodied-cognition,Embodied Cognition,R,,/results/problem/embodied-cognition/
result-205,intersubjectivity,Intersubjectivity,R,,/results/problem/intersubjectivity/
result-206,the-sublime,The Sublime,R,,/results/problem/the-sublime/
result-207,musical-universals,Musical Universals,R,,/results/problem/musical-universals/
result-208,gavagai-and-indeterminacy-of-translation,Gavagai and Indeterminacy of Translation,R,,/results/problem/gavagai-and-indeterminacy-of-translation/
result-209,syntax-semantics-dissolution,Syntax-Semantics Dissolution,R,,/results/problem/syntax-semantics-dissolution/
result-210,ai-language-understanding,AI Language Understanding,R,,/results/problem/ai-language-understanding/
result-211,trolley-problem-resolution,Trolley Problem Framework Account,R,,/results/problem/trolley-problem-resolution/
result-212,moral-realism-derived,Moral Realism Derived,R,,/results/problem/moral-realism-derived/
result-213,animal-rights-and-dignity,Animal Rights and Dignity,R,,/results/problem/animal-rights-and-dignity/
result-214,is-ought-gap-bridged,Is-Ought Gap Bridged,R,,/results/problem/is-ought-gap-bridged/
result-215,emotions-as-register-transitions,Emotions as Register Transitions,R,,/results/problem/emotions-as-register-transitions/
result-216,binding-problem-dissolved,Binding Problem Dissolved,R,,/results/problem/binding-problem-dissolved/
result-217,extended-mind,Extended Mind,R,,/results/problem/extended-mind/
result-218,narrative-identity,Narrative Identity,R,,/results/problem/narrative-identity/
result-219,why-something-rather-than-nothing,Why Something Rather Than Nothing,R,meta-why-something-rather-than-nothing,/results/problem/why-something-rather-than-nothing/
result-220,fundamental-theorem-of-arithmetic,Fundamental Theorem of Arithmetic,R,,/results/problem/fundamental-theorem-of-arithmetic/
result-221,cantor-diagonal-inapplicability,Cantor Diagonal Inapplicability,R,,/results/problem/cantor-diagonal-inapplicability/
result-222,unique-infinity,Unique Infinity,R,,/results/problem/unique-infinity/
result-223,stone-duality,Stone Duality,R,,/results/problem/stone-duality/
result-224,fibration-structure-f-t,Fibration Structure τ³ = τ¹ ×_f T²,R,,/results/problem/fibration-structure-f-t/
result-225,tarski-axioms-for-geometry,Tarski Axioms for Geometry,R,,/results/problem/tarski-axioms-for-geometry/
result-226,yoneda-lemma,Yoneda Lemma,R,,/results/problem/yoneda-lemma/
result-227,earned-topos,Earned Topos,R,,/results/problem/earned-topos/
result-228,poincar-conjecture-reinterpretation,Poincaré Conjecture Reinterpretation,R,math-poincare-conjecture,/results/problem/poincar-conjecture-reinterpretation/
result-229,hodge-conjecture-approach,Hodge Conjecture Approach,P,math-hodge-conjecture,/results/problem/hodge-conjecture-approach/
result-230,bsd-conjecture-approach,BSD Conjecture Approach,P,,/results/problem/bsd-conjecture-approach/
result-231,langlands-program-approach,Langlands Program Approach,P,math-langlands-program,/results/problem/langlands-program-approach/
result-232,grand-grh-approach,Grand GRH Approach,P,,/results/problem/grand-grh-approach/
result-233,tower-machine-architecture,Tower Machine Architecture,R,,/results/problem/tower-machine-architecture/
result-234,number-tower-n-z-q-r-c,Number Tower N → Z → Q → R → C,R,,/results/problem/number-tower-n-z-q-r-c/
result-235,cosmic-censorship,Cosmic Censorship: Boundary Compactness + Hartogs Extension,R,phys-the-cosmic-censorship-hypothesis-and-the-chronology-protection-conjecture,/results/problem/cosmic-censorship/
result-236,chronology-protection-no-ctcs,Chronology Protection: Closed Timelike Curves Structurally Excluded,R,,/results/problem/chronology-protection-no-ctcs/
result-237,holographic-principle,Holographic Principle: Bulk ↔ Boundary Correspondence Proved,R,phys-holographic-principle,/results/problem/holographic-principle/
result-238,problem-of-time,Problem of Time: Wheeler-DeWitt Frozen Formalism Dissolved,R,phys-problem-of-time,/results/problem/problem-of-time/
result-239,supermassive-black-holes-early-universe,Supermassive Black Holes in the Early Universe: JWST Enhancement Theorem,R,phys-supermassive-black-holes,/results/problem/supermassive-black-holes-early-universe/
result-240,cosmic-magnetic-fields,Cosmic Magnetic Fields: SMBH-Jet Frozen Flux Along Wilson Filaments,R,phys-origin-of-cosmic-magnetic-fields,/results/problem/cosmic-magnetic-fields/
result-241,astrophysical-jets,Astrophysical Jets: Topological Collimation from T² Fibration,R,phys-astrophysical-jet,/results/problem/astrophysical-jets/
result-242,supernovae-mechanism,Core-Collapse Supernovae: Channel Reversal at Nuclear Density,R,phys-supernovae,/results/problem/supernovae-mechanism/
result-243,coronal-heating,Coronal Heating: Parameter-Free Damping Length from dim(T²)=2,R,phys-coronal-heating-problem,/results/problem/coronal-heating/
result-244,grand-unification-dissolved,Grand Unification: Why Eight Decades of Unification Failed,R,phys-grand-unification,/results/problem/grand-unification-dissolved/
result-245,supersymmetry-structurally-absent,Supersymmetry: Sector Exhaustion Rules Out Superpartners,R,phys-supersymmetry,/results/problem/supersymmetry-structurally-absent/
result-246,no-magnetic-monopoles,Magnetic Monopoles: Forbidden by the Bianchi Identity,R,phys-magnetic-monopoles,/results/problem/no-magnetic-monopoles/
result-247,glueballs,Glueballs: Mass Gap = Minimum Glueball Mass,R,phys-glueballs,/results/problem/glueballs/
result-248,exotic-hadrons,Exotic Hadrons: Color-Singlet Enumeration of Tetraquarks and Pentaquarks,R,phys-pentaquarks-and-other-exotic-hadrons,/results/problem/exotic-hadrons/
result-249,qcd-phases-qgp,QCD Phases: Quark-Gluon Plasma as High-Temperature Confinement,R,,/results/problem/qcd-phases-qgp/
result-250,glass-transition,Glass Transition: Regime from Defect-Tuple Phase Space,R,,/results/problem/glass-transition/
result-251,superfluid-helium-4-lambda,Superfluid Helium-4: Minimal Donut Criterion from ι_τ,R,,/results/problem/superfluid-helium-4-lambda/
result-252,proton-stability,Proton Stability: Address Irresolvability Forbids Baryon Decay,R,,/results/problem/proton-stability/
result-253,horizon-problem,Horizon Problem: CMB Uniformity from τ³ Compactness,R,phys-horizon-problem,/results/problem/horizon-problem/
result-254,last-universal-common-ancestor,Last Universal Common Ancestor (LUCA): Root of the Tree as Persistence Sector,R,life-biology-last-universal-common-ancestor,/results/problem/last-universal-common-ancestor/
result-255,paradox-of-the-plankton,Paradox of the Plankton: Nash Equilibrium on Carrier Configuration Space,R,life-biology-paradox-of-the-plankton,/results/problem/paradox-of-the-plankton/
