problem_ledger_id,title,domain_slug,scope_classification,answer_strength,public_answer_status_label,registry_item_count,related_result_count,answer_url
life-biology-darwin-s-abominable-mystery-of-botany-plants,Darwin's abominable mystery of botany/plants,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/darwin-s-abominable-mystery-of-botany-plants/
life-biology-decline-in-average-human-body-temperature-since-the-19th-century,Decline in average human body temperature since the 19th century,life,declared_out_of_scope,not_applicable,Declared out of scope,0,0,/results/problem-ledger-answers/life/decline-in-average-human-body-temperature-since-the-19th-century/
life-biology-determinants-of-cell-size,Determinants of cell size,life,in_scope,structural_constraint,Structurally constrained,8,0,/results/problem-ledger-answers/life/determinants-of-cell-size/
life-biology-development-and-evolution-of-the-brain,Development and evolution of the brain,life,in_scope,structural_constraint,Structurally constrained,20,0,/results/problem-ledger-answers/life/development-and-evolution-of-the-brain/
life-biology-diurodrilus,Diurodrilus,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/diurodrilus/
life-biology-ediacaran-biota,Ediacaran biota,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/ediacaran-biota/
life-biology-enzyme-kinetics,Enzyme kinetics,life,in_scope,structural_constraint,Structurally constrained,4,0,/results/problem-ledger-answers/life/enzyme-kinetics/
life-biology-eocyathispongia,Eocyathispongia,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/eocyathispongia/
life-biology-existence-of-the-grafenberg-spot-g-spot,Existence of the Grafenberg spot (G-spot),life,declared_out_of_scope,not_applicable,Declared out of scope,0,0,/results/problem-ledger-answers/life/existence-of-the-grafenberg-spot-g-spot/
life-biology-extinction-of-archaic-humans,Extinction of archaic humans,life,further_investigation,no_current_answer,Further investigation,0,0,/results/problem-ledger-answers/life/extinction-of-archaic-humans/
life-biology-flocking-behavior,Flocking (behavior),life,in_scope,structural_constraint,Structurally constrained,3,0,/results/problem-ledger-answers/life/flocking-behavior/
life-biology-forest-rings,Forest rings,life,declared_out_of_scope,not_applicable,Declared out of scope,0,0,/results/problem-ledger-answers/life/forest-rings/
life-biology-francevillian-biota,Francevillian biota,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/francevillian-biota/
life-biology-free-will,Free will,life,in_scope,full_answer,Internally addressed,7,2,/results/problem-ledger-answers/life/free-will/
life-neuroscience-free-will-particularly-the-neuroscience-of-free-will,"Free will, particularly the neuroscience of free will",life,in_scope,full_answer,Internally addressed,7,2,/results/problem-ledger-answers/life/free-will-particularly-the-neuroscience-of-free-will/
life-biology-function-of-vanadocytes-a-type-of-blood-cells-found-in-some-tunicates,"Function of vanadocytes, a type of blood cells found in some tunicates",life,declared_out_of_scope,not_applicable,Declared out of scope,0,0,/results/problem-ledger-answers/life/function-of-vanadocytes-a-type-of-blood-cells-found-in-some-tunicates/
life-biology-gall-inducing-insects,Gall-inducing insects,life,declared_out_of_scope,not_applicable,Declared out of scope,0,0,/results/problem-ledger-answers/life/gall-inducing-insects/
life-biology-general-anaesthetic,General anaesthetic,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/general-anaesthetic/
life-biology-glycogen-body,Glycogen body,life,declared_out_of_scope,not_applicable,Declared out of scope,0,0,/results/problem-ledger-answers/life/glycogen-body/
life-biology-golgi-apparatus,Golgi apparatus,life,open_backlog_problem,no_current_answer,Backlog open problem,0,0,/results/problem-ledger-answers/life/golgi-apparatus/
life-biology-handedness,Handedness,life,open_backlog_problem,no_current_answer,Backlog open problem,0,0,/results/problem-ledger-answers/life/handedness/
life-biology-heritable-components-of-homosexuality,Heritable components of homosexuality,life,declared_out_of_scope,not_applicable,Declared out of scope,0,0,/results/problem-ledger-answers/life/heritable-components-of-homosexuality/
life-biology-homing,Homing,life,open_backlog_problem,no_current_answer,Backlog open problem,0,0,/results/problem-ledger-answers/life/homing/
life-neuroscience-how-do-general-anesthetics-work,How do general anesthetics work?,life,in_scope,structural_constraint,Structurally constrained,6,0,/results/problem-ledger-answers/life/how-do-general-anesthetics-work/
life-biology-how-do-organs-grow-to-the-correct-shape-and-size,How do organs grow to the correct shape and size?,life,in_scope,structural_constraint,Structurally constrained,8,0,/results/problem-ledger-answers/life/how-do-organs-grow-to-the-correct-shape-and-size/
life-biology-how-is-life-related-to-mind-machines-and-culture,"How is life related to mind, machines, and culture?",life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/how-is-life-related-to-mind-machines-and-culture/
life-biology-how-will-organisms-respond-to-complex-novel-environments,"How will organisms respond to complex, novel environments?",life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/how-will-organisms-respond-to-complex-novel-environments/
life-biology-human-sex-pheromones,Human sex pheromones,life,declared_out_of_scope,not_applicable,Declared out of scope,0,0,/results/problem-ledger-answers/life/human-sex-pheromones/
life-biology-is-the-ecosystem-a-superorganism-or-a-collection-of-organisms,"Is the ecosystem a superorganism, or a collection of organisms?",life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/is-the-ecosystem-a-superorganism-or-a-collection-of-organisms/
life-biology-jennaria-pulchra,Jennaria pulchra,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/jennaria-pulchra/
life-biology-korarchaeota-archaea,Korarchaeota (archaea),life,declared_out_of_scope,not_applicable,Declared out of scope,0,0,/results/problem-ledger-answers/life/korarchaeota-archaea/
life-biology-language,Language,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/language/
life-neuroscience-language-acquisition,Language acquisition,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/language-acquisition/
life-biology-last-universal-common-ancestor,Last universal common ancestor,life,in_scope,full_answer,Internally addressed,7,1,/results/problem-ledger-answers/life/last-universal-common-ancestor/
life-biology-laughter,Laughter,life,open_backlog_problem,no_current_answer,Backlog open problem,0,0,/results/problem-ledger-answers/life/laughter/
life-biology-learning-and-memory,Learning and memory,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/learning-and-memory/
life-neuroscience-linguistic-relativity,Linguistic relativity,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/linguistic-relativity/
life-biology-love,Love,life,open_backlog_problem,no_current_answer,Backlog open problem,0,0,/results/problem-ledger-answers/life/love/
life-biology-maintenance-of-sexual-reproduction,Maintenance of sexual reproduction,life,in_scope,structural_constraint,Structurally constrained,10,0,/results/problem-ledger-answers/life/maintenance-of-sexual-reproduction/
life-biology-mechanism-of-golgi-s-method,Mechanism of Golgi's method,life,declared_out_of_scope,not_applicable,Declared out of scope,0,0,/results/problem-ledger-answers/life/mechanism-of-golgi-s-method/
life-biology-mechanism-of-action-of-drugs,Mechanism of action of drugs,life,declared_out_of_scope,not_applicable,Declared out of scope,0,0,/results/problem-ledger-answers/life/mechanism-of-action-of-drugs/
life-biology-metabolism-in-henneguya-zschokkei-a-species-of-myxozoan,"Metabolism in Henneguya zschokkei, a species of myxozoan",life,in_scope,structural_constraint,Structurally constrained,4,0,/results/problem-ledger-answers/life/metabolism-in-henneguya-zschokkei-a-species-of-myxozoan/
life-biology-mitochondria-in-loriciferans-living-in-anoxic-conditions,Mitochondria in loriciferans living in anoxic conditions,life,declared_out_of_scope,not_applicable,Declared out of scope,0,0,/results/problem-ledger-answers/life/mitochondria-in-loriciferans-living-in-anoxic-conditions/
life-biology-morphology-problem,Morphology problem,life,in_scope,structural_constraint,Structurally constrained,5,0,/results/problem-ledger-answers/life/morphology-problem/
life-biology-nervous-system-of-lobatocerebrida,Nervous system of Lobatocerebrida,life,in_scope,structural_constraint,Structurally constrained,14,0,/results/problem-ledger-answers/life/nervous-system-of-lobatocerebrida/
life-biology-neural-computation,Neural computation,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/neural-computation/
life-biology-neuroplasticity,Neuroplasticity,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/neuroplasticity/
life-biology-neuropsychiatric-diseases,Neuropsychiatric diseases,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/neuropsychiatric-diseases/
life-biology-origin-of-eukaryotes-symbiogenesis,Origin of Eukaryotes (Symbiogenesis),life,in_scope,structural_constraint,Structurally constrained,5,0,/results/problem-ledger-answers/life/origin-of-eukaryotes-symbiogenesis/
life-origin-of-life,Origin of Life,life,in_scope,full_answer,Internally addressed,15,3,/results/problem-ledger-answers/life/origin-of-life/
life-biology-origin-of-sexual-reproduction,Origin of sexual reproduction,life,in_scope,structural_constraint,Structurally constrained,10,0,/results/problem-ledger-answers/life/origin-of-sexual-reproduction/
life-biology-origin-of-snakes,Origin of snakes,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/origin-of-snakes/
life-biology-origin-of-turtles,Origin of turtles,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/origin-of-turtles/
life-biology-origins-of-viruses-virus-world,Origins of viruses (Virus World),life,in_scope,structural_constraint,Structurally constrained,5,0,/results/problem-ledger-answers/life/origins-of-viruses-virus-world/
life-biology-ovaries-of-basking-sharks,Ovaries of basking sharks,life,declared_out_of_scope,not_applicable,Declared out of scope,0,0,/results/problem-ledger-answers/life/ovaries-of-basking-sharks/
life-biology-paleodictyon,Paleodictyon,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/paleodictyon/
life-biology-paradox-of-the-plankton,Paradox of the plankton,life,in_scope,full_answer,Internally addressed,8,1,/results/problem-ledger-answers/life/paradox-of-the-plankton/
life-biology-perception,Perception,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/perception/
life-biology-persistence-paradox,Persistence paradox,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/persistence-paradox/
life-biology-photic-sneeze-effect,Photic sneeze effect,life,declared_out_of_scope,not_applicable,Declared out of scope,0,0,/results/problem-ledger-answers/life/photic-sneeze-effect/
life-neuroscience-problem-of-representation,Problem of representation,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/problem-of-representation/
life-biology-protein-design,Protein design,life,in_scope,structural_constraint,Structurally constrained,4,0,/results/problem-ledger-answers/life/protein-design/
life-biology-protein-folding,Protein folding,life,in_scope,partial_answer,Partially addressed,4,1,/results/problem-ledger-answers/life/protein-folding/
life-biology-rna-folding-problem,RNA folding problem,life,in_scope,structural_constraint,Structurally constrained,4,0,/results/problem-ledger-answers/life/rna-folding-problem/
life-neuroscience-sleep,Sleep,life,in_scope,structural_constraint,Structurally constrained,10,0,/results/problem-ledger-answers/life/sleep/
life-biology-snowball-earth,Snowball Earth,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/snowball-earth/
life-biology-star-jelly,Star jelly,life,declared_out_of_scope,not_applicable,Declared out of scope,0,0,/results/problem-ledger-answers/life/star-jelly/
life-biology-stegosaur-osteoderms-scutes,Stegosaur osteoderms/scutes,life,declared_out_of_scope,not_applicable,Declared out of scope,0,0,/results/problem-ledger-answers/life/stegosaur-osteoderms-scutes/
life-biology-taxonomic-position-of-tricholepidion-gertschi,Taxonomic position of Tricholepidion gertschi,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/taxonomic-position-of-tricholepidion-gertschi/
life-biology-taxonomic-position-of-pentastomids,Taxonomic position of pentastomids,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/taxonomic-position-of-pentastomids/
life-biology-the-emergence-and-evolution-of-intelligence,The emergence and evolution of intelligence,life,in_scope,structural_constraint,Structurally constrained,12,0,/results/problem-ledger-answers/life/the-emergence-and-evolution-of-intelligence/
life-biology-the-lipid-divide,The lipid divide,life,in_scope,structural_constraint,Structurally constrained,8,0,/results/problem-ledger-answers/life/the-lipid-divide/
life-biology-tullimonstrum,Tullimonstrum,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/tullimonstrum/
life-biology-vernanimalcula-guizhouena,Vernanimalcula guizhouena,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/vernanimalcula-guizhouena/
life-biology-what-are-the-endogenous-ligands-of-orphan-receptors,What are the endogenous ligands of orphan receptors?,life,declared_out_of_scope,not_applicable,Declared out of scope,0,0,/results/problem-ledger-answers/life/what-are-the-endogenous-ligands-of-orphan-receptors/
life-biology-what-are-the-potentials-and-limits-of-living-systems,What are the potentials and limits of living systems?,life,in_scope,structural_constraint,Structurally constrained,8,0,/results/problem-ledger-answers/life/what-are-the-potentials-and-limits-of-living-systems/
life-biology-what-determines-population-density,What determines population density?,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/what-determines-population-density/
life-biology-what-do-all-the-unknown-proteins-do,What do all the unknown proteins do?,life,in_scope,structural_constraint,Structurally constrained,4,0,/results/problem-ledger-answers/life/what-do-all-the-unknown-proteins-do/
life-biology-what-is-the-mechanism-of-allosteric-transitions-of-proteins,What is the mechanism of allosteric transitions of proteins?,life,in_scope,structural_constraint,Structurally constrained,4,0,/results/problem-ledger-answers/life/what-is-the-mechanism-of-allosteric-transitions-of-proteins/
life-biology-what-is-the-relative-importance-of-variability-across-scales-and-its-mechanisms,"What is the relative importance of variability, across scales, and its mechanisms?",life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/what-is-the-relative-importance-of-variability-across-scales-and-its-mechanisms/
life-biology-what-substance-is-endothelium-derived-hyperpolarizing-factor,What substance is endothelium-derived hyperpolarizing factor?,life,declared_out_of_scope,not_applicable,Declared out of scope,0,0,/results/problem-ledger-answers/life/what-substance-is-endothelium-derived-hyperpolarizing-factor/
life-biology-why-are-all-leaves-the-size-they-are-and-not-an-order-of-magnitude-larger-or-smaller,"Why are all leaves the size they are, and not an order of magnitude larger or smaller?",life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/why-are-all-leaves-the-size-they-are-and-not-an-order-of-magnitude-larger-or-smaller/
life-biology-why-are-there-blood-types-it-is-unclear-what-the-origin-and-purpose-of-having-blood-types-is,Why are there blood types? It is unclear what the origin and purpose of having blood types is,life,declared_out_of_scope,not_applicable,Declared out of scope,0,0,/results/problem-ledger-answers/life/why-are-there-blood-types-it-is-unclear-what-the-origin-and-purpose-of-having-blood-types-is/
life-biology-why-do-pogonomyrmex-badius-colonies-cover-the-surface-of-their-nests-with-a-circular-region-of-charcoal-pieces,Why do Pogonomyrmex badius colonies cover the surface of their nests with a circular region of charcoal pieces?,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/why-do-pogonomyrmex-badius-colonies-cover-the-surface-of-their-nests-with-a-circular-region-of-charcoal-pieces/
life-biology-why-does-biological-aging-occur,Why does biological aging occur?,life,in_scope,structural_constraint,Structurally constrained,4,0,/results/problem-ledger-answers/life/why-does-biological-aging-occur/
life-biology-why-does-intragenotypic-variability-persist,Why does intragenotypic variability persist?,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/why-does-intragenotypic-variability-persist/
life-biology-xenacoelomorpha,Xenacoelomorpha,life,in_scope,structural_constraint,Structurally constrained,7,0,/results/problem-ledger-answers/life/xenacoelomorpha/
life-biology-yawning,Yawning,life,declared_out_of_scope,not_applicable,Declared out of scope,0,0,/results/problem-ledger-answers/life/yawning/
meta-cognition-and-ai,Cognition and AI,metaphysics-philosophy,in_scope,structural_constraint,Structurally constrained,5,0,/results/problem-ledger-answers/metaphysics-philosophy/cognition-and-ai/
meta-counterfactuals,Counterfactuals,metaphysics-philosophy,in_scope,structural_constraint,Structurally constrained,4,0,/results/problem-ledger-answers/metaphysics-philosophy/counterfactuals/
meta-demarcation-problem,Demarcation problem,metaphysics-philosophy,in_scope,structural_constraint,Structurally constrained,4,0,/results/problem-ledger-answers/metaphysics-philosophy/demarcation-problem/
meta-epistemology-of-religion,Epistemology of religion,metaphysics-philosophy,in_scope,structural_constraint,Structurally constrained,4,0,/results/problem-ledger-answers/metaphysics-philosophy/epistemology-of-religion/
meta-existence-of-god,Existence of God,metaphysics-philosophy,in_scope,structural_constraint,Structurally constrained,4,0,/results/problem-ledger-answers/metaphysics-philosophy/existence-of-god/
meta-gettier-problem,Gettier problem,metaphysics-philosophy,in_scope,full_answer,Internally addressed,4,1,/results/problem-ledger-answers/metaphysics-philosophy/gettier-problem/
meta-hard-problem-of-consciousness,Hard problem of consciousness,metaphysics-philosophy,in_scope,partial_answer,Partially addressed,7,1,/results/problem-ledger-answers/metaphysics-philosophy/hard-problem-of-consciousness/
meta-material-implication,Material implication,metaphysics-philosophy,in_scope,structural_constraint,Structurally constrained,4,0,/results/problem-ledger-answers/metaphysics-philosophy/material-implication/
meta-mathematical-objects,Mathematical objects,metaphysics-philosophy,in_scope,structural_constraint,Structurally constrained,5,0,/results/problem-ledger-answers/metaphysics-philosophy/mathematical-objects/
meta-mindbody-problem,Mind–body problem,metaphysics-philosophy,in_scope,structural_constraint,Structurally constrained,5,0,/results/problem-ledger-answers/metaphysics-philosophy/mindbody-problem/
meta-molyneux-problem,Molyneux problem,metaphysics-philosophy,open_backlog_problem,no_current_answer,Backlog open problem,0,0,/results/problem-ledger-answers/metaphysics-philosophy/molyneux-problem/
meta-moral-knowledge,Moral knowledge,metaphysics-philosophy,in_scope,structural_constraint,Structurally constrained,15,0,/results/problem-ledger-answers/metaphysics-philosophy/moral-knowledge/
meta-moral-luck,Moral luck,metaphysics-philosophy,in_scope,structural_constraint,Structurally constrained,11,0,/results/problem-ledger-answers/metaphysics-philosophy/moral-luck/
meta-most-valuable-player-problem,Most valuable player problem,metaphysics-philosophy,declared_out_of_scope,not_applicable,Declared out of scope,0,0,/results/problem-ledger-answers/metaphysics-philosophy/most-valuable-player-problem/
meta-munchhausen-trilemma,Münchhausen trilemma,metaphysics-philosophy,in_scope,structural_constraint,Structurally constrained,6,0,/results/problem-ledger-answers/metaphysics-philosophy/munchhausen-trilemma/
meta-nature-of-god,Nature of God,metaphysics-philosophy,in_scope,structural_constraint,Structurally constrained,4,0,/results/problem-ledger-answers/metaphysics-philosophy/nature-of-god/
meta-personal-identity,Personal identity,metaphysics-philosophy,in_scope,structural_constraint,Structurally constrained,10,0,/results/problem-ledger-answers/metaphysics-philosophy/personal-identity/
meta-principle-of-individuation,Principle of individuation,metaphysics-philosophy,in_scope,structural_constraint,Structurally constrained,6,0,/results/problem-ledger-answers/metaphysics-philosophy/principle-of-individuation/
meta-problem-of-induction,Problem of induction,metaphysics-philosophy,in_scope,structural_constraint,Structurally constrained,5,0,/results/problem-ledger-answers/metaphysics-philosophy/problem-of-induction/
meta-problem-of-the-criterion,Problem of the criterion,metaphysics-philosophy,in_scope,structural_constraint,Structurally constrained,5,0,/results/problem-ledger-answers/metaphysics-philosophy/problem-of-the-criterion/
meta-problem-of-universals,Problem of universals,metaphysics-philosophy,in_scope,full_answer,Internally addressed,2,1,/results/problem-ledger-answers/metaphysics-philosophy/problem-of-universals/
meta-qualia,Qualia,metaphysics-philosophy,in_scope,structural_constraint,Structurally constrained,5,0,/results/problem-ledger-answers/metaphysics-philosophy/qualia/
meta-realism,Realism,metaphysics-philosophy,in_scope,structural_constraint,Structurally constrained,6,0,/results/problem-ledger-answers/metaphysics-philosophy/realism/
meta-relationship-between-science-and-religion,Relationship between science and religion,metaphysics-philosophy,in_scope,structural_constraint,Structurally constrained,4,0,/results/problem-ledger-answers/metaphysics-philosophy/relationship-between-science-and-religion/
meta-why-something-rather-than-nothing,Something Rather Than Nothing,metaphysics-philosophy,in_scope,full_answer,Internally addressed,9,1,/results/problem-ledger-answers/metaphysics-philosophy/why-something-rather-than-nothing/
meta-sorites-paradox,Sorites paradox,metaphysics-philosophy,in_scope,structural_constraint,Structurally constrained,6,0,/results/problem-ledger-answers/metaphysics-philosophy/sorites-paradox/
meta-theseus-paradox,Theseus paradox,metaphysics-philosophy,in_scope,structural_constraint,Structurally constrained,5,0,/results/problem-ledger-answers/metaphysics-philosophy/theseus-paradox/
